b'12-7-2023 15:54:35,0,0,0,0'
b'12-7-2023 15:54:35,0,0,0,0'
b'12-7-2023 15:54:35,0,0,0,0'
b'12-7-2023 15:54:35,0,0,0,0'
b'12-7-2023 15:54:36,0,0,0,0'
b'12-7-2023 15:54:36,0,0,0,0'
b'12-7-2023 15:54:36,0,0,0,0'
b'12-7-2023 15:54:36,0,0,0,0'
b'12-7-2023 15:54:36,0,0,0,0'
b'12-7-2023 15:54:36,0,0,0,0'
b'12-7-2023 15:54:37,0.89992,11.87674,2.65008,1'
b'12-7-2023 15:54:37,1.01125,5.82958,0.07242,1'
b'12-7-2023 15:54:37,-23.39853,-7.76499,-7.1859,1'
b'12-7-2023 15:54:37,-14.14853,-2.63362,-4.85754,1'
b'12-7-2023 15:54:37,-0.59256,5.41868,-0.33728,1'
b'12-7-2023 15:54:38,8.07923,10.58925,-0.21727,1'
b'12-7-2023 15:54:38,2.03058,9.40951,0.16939,1'
b'12-7-2023 15:54:38,1.61249,9.45021,-0.20411,1'
b'12-7-2023 15:54:38,2.09642,9.78331,0.38277,1'
b'12-7-2023 15:54:38,2.0222,9.74979,0.71317,1'
b'12-7-2023 15:54:38,1.83785,9.55795,0.28581,1'
b'12-7-2023 15:54:39,1.96594,9.7438,0.69282,1'
b'12-7-2023 15:54:39,1.65679,9.63696,0.62459,1'
b'12-7-2023 15:54:39,1.8151,9.59985,0.37918,1'
b'12-7-2023 15:54:39,1.94319,9.72824,0.6186,1'
b'12-7-2023 15:54:39,0,0,0,0'
b'12-7-2023 15:54:40,0,0,0,0'
b'12-7-2023 15:54:40,0,0,0,0'
b'12-7-2023 15:54:40,0,0,0,0'
b'12-7-2023 15:54:40,0.35494,10.1568,0.71437,1'
b'12-7-2023 15:54:40,3.45723,5.87627,0.65691,1'
b'12-7-2023 15:54:40,11.85429,-0.15802,-0.02095,1'
b'12-7-2023 15:54:41,13.04271,-2.54982,0.63416,1'
b'12-7-2023 15:54:41,13.11454,-0.17597,-1.02352,1'
b'12-7-2023 15:54:41,3.40306,5.77691,1.26773,1'
b'12-7-2023 15:54:41,-0.63686,9.39754,1.35751,1'
b'12-7-2023 15:54:41,-0.70868,9.88865,2.20207,1'
b'12-7-2023 15:54:42,0.48183,9.81443,1.71215,1'
b'12-7-2023 15:54:42,0.41719,9.44423,1.99257,1'
b'12-7-2023 15:54:42,0.3717,9.66569,1.64272,1'
b'12-7-2023 15:54:42,0.59915,9.51486,2.0213,1'
b'12-7-2023 15:54:42,0.43634,9.6633,2.01053,1'
b'12-7-2023 15:54:42,0.13707,9.57591,1.64631,1'
b'12-7-2023 15:54:43,0.76824,9.6226,1.99856,1'
b'12-7-2023 15:54:43,0,0,0,0'
b'12-7-2023 15:54:43,0,0,0,0'
b'12-7-2023 15:54:43,0,0,0,0'
b'12-7-2023 15:54:43,0,0,0,0'
b'12-7-2023 15:54:44,1.45448,8.32314,2.0632,1'
b'12-7-2023 15:54:44,-0.45101,0.3702,5.92954,1'
b'12-7-2023 15:54:44,0.63506,-1.73909,14.31493,1'
b'12-7-2023 15:54:44,1.23301,-1.4048,13.89445,1'
b'12-7-2023 15:54:44,0.06614,3.61135,6.87675,1'
b'12-7-2023 15:54:44,-1.32669,7.28346,-2.82725,1'
b'12-7-2023 15:54:45,1.04597,9.96646,1.40929,1'
b'12-7-2023 15:54:45,0.04339,9.97604,0.85952,1'
b'12-7-2023 15:54:45,-0.00688,9.63457,1.46555,1'
b'12-7-2023 15:54:45,-0.16729,9.46458,1.7325,1'
b'12-7-2023 15:54:45,-0.28102,9.60823,1.68342,1'
b'12-7-2023 15:54:45,0.13348,9.68754,1.64033,1'
b'12-7-2023 15:54:46,0.1634,9.63337,2.11827,1'
b'12-7-2023 15:54:46,0.041,9.59626,2.34572,1'
b'12-7-2023 15:54:46,0.01945,9.61422,1.94469,1'
b'12-7-2023 15:54:46,0,0,0,0'
b'12-7-2023 15:54:46,0,0,0,0'
b'12-7-2023 15:54:46,0,0,0,0'
b'12-7-2023 15:54:47,0.17538,10.91038,3.99622,1'
b'12-7-2023 15:54:47,0.10116,10.1149,0.72514,1'
b'12-7-2023 15:54:47,-0.47016,6.1516,-4.48973,1'
b'12-7-2023 15:54:47,0.47585,0.1631,-8.57034,1'
b'12-7-2023 15:54:47,0.60394,-3.05051,-12.32056,1'
b'12-7-2023 15:54:48,-0.33968,1.4458,-6.7307,1'
b'12-7-2023 15:54:48,-0.25708,7.79612,2.80571,1'
b'12-7-2023 15:54:48,0.61591,11.04086,1.09056,1'
b'12-7-2023 15:54:48,0.70958,11.85279,2.70395,1'
b'12-7-2023 15:54:48,0.05656,9.81443,0.30496,1'
b'12-7-2023 15:54:48,-0.16969,9.47296,1.24977,1'
b'12-7-2023 15:54:49,0.331,9.82281,1.47632,1'
b'12-7-2023 15:54:49,-0.43545,9.6621,1.41408,1'
b'12-7-2023 15:54:49,0.09158,9.82042,1.86299,1'
b'12-7-2023 15:54:49,0.17897,9.77732,0.99479,1'
b'12-7-2023 15:54:49,0,0,0,0'
b'12-7-2023 15:54:50,0,0,0,0'
b'12-7-2023 15:54:50,0,0,0,0'
b'12-7-2023 15:54:50,0,0,0,0'
b'12-7-2023 15:54:50,0,0,0,0'
b'12-7-2023 15:54:50,0,0,0,0'
b'12-7-2023 15:54:50,0,0,0,0'
b'12-7-2023 15:54:51,0,0,0,0'
b'12-7-2023 15:54:51,0,0,0,0'
